year,BCCA_0-125deg_tasmin_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_inmcm4_rcp85_r1i1p1
2057,8.189103,8.480383,8.572462,8.300694,7.1055713,7.8286395,7.0568967,8.04959,7.3192363,8.506359,7.8839993,7.482578,7.400195,7.7032366,7.676697,7.998878,8.818649,9.067461,8.4175005,7.835014,9.842229,6.3597107,6.717322,7.6431184,6.653792,7.2730465,7.919813,8.493162,7.8308144,7.5846815,8.660341,8.019712,8.566833,7.670859,8.792031,8.002274,8.806222,7.8676953,8.844494,8.212676,9.891108,7.468068,7.8231325,8.038325,8.738295,6.878118,7.865647,6.2152433,8.680511,7.8907676,6.883795,8.66753,7.4260902,6.9555645,8.114207,6.5492945,7.3327847,6.7830286,6.875751,6.5620613,7.5426135,7.50917,7.9189887,7.327515,8.326268,8.586247,7.748391,6.4543056,8.016506
2058,7.4704714,8.998608,8.047179,8.382802,7.7046156,8.094873,7.472771,9.327147,7.0276194,8.317417,6.9906282,9.605242,7.3850865,7.8795276,8.7056265,7.740635,8.70014,8.832528,8.14588,7.8546658,9.518298,5.753894,7.321586,6.5171394,8.168583,6.580442,7.536907,6.994364,7.397378,7.0021358,7.932325,8.360105,8.402376,7.9119406,7.330635,8.322388,9.28772,8.038994,8.437324,8.062442,7.908156,7.6909156,8.345916,8.698961,9.211279,6.8763156,7.719547,6.6874604,8.53399,8.169999,7.882775,8.373192,6.7324333,9.053155,8.689436,7.0606723,6.8584437,7.272301,7.6353574,7.78384,6.606416,6.5946007,7.779419,7.0341663,8.194728,6.666666,9.242632,6.9069176,6.9360533
2059,8.355862,10.073172,8.242992,8.724245,7.1061206,7.569301,6.5411515,9.023405,9.119644,8.719809,8.109324,8.138235,7.57331,8.2939005,8.006448,7.9269466,8.305824,9.067557,8.653443,8.602188,9.276634,5.851877,7.2682605,8.258888,8.687948,7.073267,6.5249963,6.6093335,8.015955,7.4379635,7.567467,7.7067347,8.1377945,8.685713,8.172394,8.088478,8.256107,7.9985695,8.421722,8.152779,9.094142,8.018442,7.9580765,9.023796,10.0742445,6.8617325,7.710169,6.998743,8.696875,6.2359047,6.708254,9.519631,7.0179825,8.880174,9.086483,6.2894545,6.168619,6.8384237,8.19531,7.4713354,6.9703674,6.4158483,8.535776,7.945601,8.35992,8.23007,8.869717,6.74505,7.894345
2060,8.4293,8.555041,9.270108,9.173089,6.4121094,8.352208,8.333808,8.263702,8.712653,8.817091,7.826974,8.065987,7.3168335,8.029989,8.767286,8.934828,7.821607,9.833141,7.432583,8.032897,9.834813,6.509975,7.406002,7.4374647,8.38835,6.477178,6.11215,6.7370596,7.858497,6.3839135,8.18174,7.3738046,8.49202,7.7482905,8.551963,7.4938617,9.1395235,7.0697293,8.189072,7.2760453,9.696993,8.6303215,8.11688,7.3241653,9.825581,8.004302,8.0922,7.514422,9.25471,7.2490473,6.64753,9.470007,6.148143,5.877695,8.124366,6.3564806,7.4972878,6.6774464,7.642472,6.8350577,8.091538,7.7279778,7.9589,7.5343757,8.107386,7.2409377,7.732694,7.163948,6.9998016
2061,7.996023,8.195147,9.345778,9.246502,5.8160343,8.222808,7.6601624,9.107297,8.558753,8.689185,8.183804,8.98623,7.2196417,8.231245,8.577265,7.634994,8.328579,9.145618,7.951195,8.650328,7.906354,6.4351554,7.9193335,6.9470506,7.7914653,7.287376,6.3684483,6.764611,8.417628,7.864507,7.739823,7.306478,8.334066,6.67856,8.124529,7.891185,9.2563505,7.8350315,8.817416,8.472851,9.992381,7.85447,8.384159,7.941322,10.3972,7.8836985,7.469443,7.322322,8.435718,6.0813828,7.987927,8.664255,6.179358,8.780657,9.409199,6.73919,7.2511377,5.820985,8.083827,8.030281,8.567916,6.526371,8.010156,7.7192388,8.354573,8.313891,7.991134,7.3035674,8.172507
2062,8.306456,9.238449,8.858727,9.441855,7.084622,7.167575,7.273627,8.935668,7.347941,8.571209,7.830792,8.358357,6.7793427,8.290171,8.885396,8.037502,8.32776,8.9792795,7.262611,7.710172,8.599936,6.9239345,7.3266816,7.7075257,8.86948,6.302062,7.029599,6.0674987,6.6156697,7.578637,8.61359,6.734338,8.784984,8.171193,9.043974,8.038779,9.575995,8.365615,9.263008,8.571883,9.332147,7.680988,9.299866,8.263617,9.513306,7.674358,7.982198,7.7745914,9.08225,6.526619,8.240286,8.749618,7.015545,7.4185824,8.385831,6.3436017,6.996678,6.6612115,8.12378,6.4887877,7.7259245,7.4240546,9.775189,6.7832932,8.102211,8.258288,8.299366,6.3342667,7.8845243
2063,7.9421945,8.490321,9.131381,8.60814,7.3296356,8.762216,6.6539645,8.418991,8.367278,8.604178,7.342128,8.6034565,7.1452155,7.879626,8.792264,7.62133,8.605313,8.7242565,8.479564,7.958633,9.897473,6.9024115,7.6540923,6.5719767,8.919245,6.869309,6.8957562,6.303516,8.480136,7.368696,8.617278,6.9128,9.072982,7.541986,7.555877,6.956266,10.1381235,7.467971,8.820373,8.971862,8.947841,7.6733227,9.235971,8.323335,9.640458,6.9381223,7.9730263,7.4374623,9.466371,6.730002,6.3925476,7.8372135,7.7737846,6.926593,8.50595,6.5148063,5.995019,6.122784,7.555418,6.9411488,8.161645,7.358445,8.816176,8.121777,7.8863764,8.398212,8.747899,7.1615276,7.8520555
2064,8.706429,8.402072,7.108653,8.981355,7.157644,8.013331,7.3274655,9.277219,7.1009507,8.026149,7.8931684,8.930805,7.3660603,8.258637,9.967258,7.9982305,8.104587,9.623327,7.958912,8.528196,10.151416,4.8335032,6.8424554,7.932781,9.150016,6.9770627,7.958203,6.865742,7.623008,7.2482224,8.701865,8.566057,9.496781,6.7809362,7.973344,7.3158474,9.064307,7.817421,8.51559,8.935824,10.01929,7.9281535,8.564251,8.536565,9.346034,6.708212,7.9200974,7.5531387,9.827396,6.509183,8.088732,9.055844,6.904736,9.363071,8.884821,7.374666,6.922416,6.0816765,7.1297164,7.529332,6.869188,7.4953985,8.85139,7.5352273,8.233987,8.280638,8.290491,6.376121,8.776447
2065,9.425614,8.871049,9.163989,9.400978,7.6182275,7.397836,7.779075,9.250952,7.8011985,8.011428,8.045752,8.912502,8.457455,7.423173,7.9034667,7.46343,8.362899,9.752398,8.401806,7.7506204,10.083691,5.8905797,7.4001765,5.956083,8.640339,7.0661044,7.175386,6.7527113,8.518205,8.576529,7.792043,8.347757,9.549893,8.619074,7.615612,7.629752,9.27494,8.491859,8.864991,8.937132,10.318715,7.993127,8.232897,8.436198,9.220975,7.6012707,7.9107537,7.405674,8.442645,5.9391847,7.624941,9.571954,7.533572,8.16804,10.141766,7.0073123,6.832324,7.3011627,6.898801,6.922374,8.782975,6.9575753,8.257885,7.229101,7.4637027,7.767971,8.993631,6.6718946,8.605027
2066,8.314279,10.22983,8.458997,9.189708,7.1734405,7.8893094,7.62759,9.128449,8.066751,8.513889,7.753626,8.141852,8.4283695,8.803432,8.351151,7.547048,8.554847,10.699538,7.450139,8.418755,11.075972,6.2506256,7.1019616,8.2765,7.536538,6.5525393,6.6058073,7.522094,8.76202,7.9777837,7.6509557,8.090506,9.379195,6.7959347,7.866466,7.427483,9.186081,7.699876,8.8718815,8.386519,9.194824,8.09129,8.272514,8.446962,9.684556,7.2747626,7.611992,7.5371246,8.8419075,7.1312532,7.5677304,9.207568,5.8733335,8.23718,10.007949,6.4470935,6.7498965,6.642399,7.2305694,7.7421894,8.397661,6.877869,9.487179,5.9232397,7.5516105,5.888505,9.250159,6.850796,8.719501
2067,8.869862,9.418816,9.271705,9.14277,7.4764037,7.9647017,7.234404,9.711072,7.8206706,9.00022,6.9636617,8.03914,7.105479,8.06204,9.662441,6.8947005,8.089932,8.969927,7.8984985,8.684872,10.777206,6.3418264,6.9742823,6.9114594,9.152757,5.69386,7.1440387,6.6712914,7.576851,6.440354,7.56628,7.871264,9.36184,8.477702,8.191939,8.386844,10.498857,8.132851,8.631118,7.63693,9.562395,8.1751,9.247347,7.9067316,9.5432,7.994365,8.154222,8.098321,8.494255,5.19204,8.062784,9.607434,7.7719097,6.3711915,8.31524,7.0601406,6.361498,7.363641,6.7999263,6.69981,8.103447,7.67143,8.504635,6.794367,7.5425286,6.9574437,9.242624,7.367043,7.5500355
2068,8.153203,9.892374,8.206245,10.181474,6.6085215,7.823707,6.962933,9.31111,8.342465,8.558715,7.329912,8.999417,7.862379,7.836339,8.387595,8.161166,7.9620876,9.284389,8.197224,8.250473,10.130202,7.59521,7.1928444,7.363257,8.874824,7.3162365,7.0181804,7.246168,8.695161,6.996733,7.754395,8.23421,9.419357,7.722346,8.5615225,8.203353,9.1838875,8.283193,9.164032,8.207796,9.732117,7.890361,8.340667,8.194377,9.894596,7.3829756,8.358376,8.344407,9.490097,7.1921444,7.4649086,8.877145,7.4689236,7.297486,9.914158,7.2155433,6.675917,8.105894,8.348606,6.959105,8.555924,8.391277,8.251002,7.676145,6.845821,5.7008476,8.057603,6.010268,8.177217
2069,8.543351,8.6792,8.471945,10.5281315,6.672187,7.6463633,8.104752,8.655652,7.119174,8.190665,6.4318743,8.17743,7.209935,8.250586,9.852932,7.8525715,8.664971,10.106766,8.281079,8.131542,10.083507,6.441667,7.537732,7.1494,8.382928,5.867986,8.055394,8.023452,8.225103,6.180908,9.077092,7.909576,9.578372,7.7443366,8.718045,7.89681,9.686461,7.1878223,8.8726225,8.682852,9.812992,8.3659725,8.882603,8.979846,9.905458,7.3566847,8.446404,7.704035,9.028025,7.074109,8.412159,9.58535,7.561122,8.608365,9.735588,6.1550884,7.213242,7.402274,7.3876038,6.2710347,7.3304124,8.217845,9.3386,7.2916474,7.8012266,5.5508866,9.347943,7.395127,9.373096
2070,7.8124037,9.4562845,8.2284,9.54919,6.3188205,7.715229,8.397516,8.707074,7.8022995,8.542843,7.67314,9.597134,6.5898356,8.737298,9.031176,7.748964,8.787332,9.533292,7.79529,9.08598,10.471285,6.6227565,7.4878993,7.4796557,8.114523,7.6378336,6.9510665,7.880779,7.8357663,6.9300084,7.874982,8.134185,10.0050335,7.0405264,9.056238,7.3427587,9.959242,7.29335,9.337702,8.790236,10.365037,7.5403013,8.263856,8.661937,9.709429,7.499031,8.115417,7.948302,9.63331,6.4932876,6.196583,9.0672865,6.0425935,7.88264,9.913777,6.4342294,6.8824234,6.943426,8.332369,6.6563945,7.6175327,6.4889646,9.862157,6.325904,7.26533,6.715328,8.890592,7.117856,7.437539
2071,7.9216533,8.965013,9.096614,9.40671,7.3073316,7.731918,7.25818,8.96657,8.480699,8.995744,7.7147107,9.151027,7.2843432,7.3693237,9.227135,8.019086,8.7258005,10.316344,9.132924,9.2412195,9.654304,7.177235,7.743129,7.9881034,8.712408,5.855729,6.8361087,7.854737,8.068684,5.5394173,8.800885,8.7975025,9.716811,7.012652,8.683452,7.7189264,9.817416,6.7960258,8.147441,8.745556,10.1126,7.0074453,9.471495,9.018907,10.327566,7.2269473,8.43782,7.5918155,8.949294,6.8382764,7.8959546,9.445958,7.3296003,7.825078,9.505703,7.0061474,6.3654776,7.1113,7.866156,7.435845,7.0401173,8.171918,9.150634,6.076922,8.183223,5.6413736,9.189047,6.758906,7.295478
2072,8.524978,9.190728,7.4167304,9.53792,6.9239554,7.9208426,7.3766894,9.827853,7.4455285,9.169947,8.175299,8.288786,7.1469083,8.582164,9.0877905,8.357296,8.315942,9.314522,8.298069,9.0258875,10.139109,5.8380737,7.2676272,6.42036,7.870468,7.1782794,7.3599877,7.6551805,9.355929,7.5428457,8.532749,8.35624,10.012886,7.802788,7.098466,8.509909,9.923194,7.8276715,8.253569,9.393492,10.204105,8.506331,8.985537,8.901424,10.090866,7.2719455,6.7954874,8.027221,9.804276,6.831975,7.5743594,10.4681835,8.000058,8.627325,9.779836,6.362175,6.4260654,7.4727583,7.908468,6.6854544,7.5292635,8.512748,8.481661,6.7537017,8.111358,6.260759,8.455078,6.858491,8.65546
2073,7.6190186,9.780014,9.295508,10.31333,7.6314917,7.8586273,8.156759,9.180322,7.2400923,8.419895,8.166662,8.573505,6.8398433,9.035711,9.4654665,7.461907,9.275584,10.362391,7.3440614,8.721073,9.8361,7.045178,7.450403,8.07779,9.436233,7.015947,7.3966794,7.2685924,8.291191,7.267624,9.052252,8.342448,11.519054,7.809124,8.264034,7.74777,10.403227,8.425288,8.608799,8.9835615,10.456169,8.4993,9.275133,8.732141,10.308423,7.7813053,7.939452,8.015368,8.904723,6.7163997,6.886134,10.010658,7.580774,7.7163587,10.299857,6.7591968,6.4933066,7.1167116,8.053367,6.584846,7.7508216,7.873933,8.965374,6.358205,7.576255,5.900003,8.761748,6.748847,9.006328
2074,7.5846367,10.028417,8.942237,10.414305,7.1250215,7.143186,8.442118,10.010707,8.00872,8.847373,7.9586945,8.642462,7.2381697,8.440427,8.880653,8.016874,8.6080675,10.527073,8.009909,8.694315,11.140494,7.609458,7.3123775,7.628169,8.45222,6.511266,7.046107,7.9879375,8.985784,8.194743,8.3787155,8.073836,10.168548,7.264264,7.5119705,7.876396,10.385164,8.004785,8.784593,9.746286,10.417222,8.276535,9.079075,9.359897,9.969205,7.513398,7.4883895,8.51248,9.798484,6.1312766,6.9868274,8.932971,6.0679135,7.471145,9.90441,5.710661,7.174268,7.182693,7.8705316,7.972778,7.3104453,7.7293296,8.897609,6.601712,8.257717,6.1170607,9.573372,7.1058726,9.164318
2075,7.5925303,10.524791,8.48123,10.406139,6.546868,6.9489675,7.8698573,9.443229,7.557995,8.618705,7.242737,9.026689,7.699694,8.1076565,9.829312,7.355352,9.493947,10.388606,8.047437,9.566149,10.383207,6.3414006,7.605566,8.214022,8.001722,6.3101153,6.9519267,7.6449094,8.334764,7.0080624,8.223085,8.152022,9.731452,6.0156713,8.298364,8.3279915,10.22063,8.1075945,9.116537,8.973739,10.722866,8.305554,8.730784,9.35816,10.361393,7.5584025,8.386945,8.626413,9.328531,6.664171,8.250064,9.091179,7.5246406,7.2769656,9.782641,6.629243,7.4473743,7.1295676,7.4646835,6.3944216,8.575461,7.850426,8.926089,7.318357,7.6416736,6.0442142,9.785388,6.339128,7.219801
2076,7.6899915,10.852625,9.698183,10.524417,7.788369,7.6420946,9.135389,9.561473,7.7615576,10.091692,7.0640035,9.702428,7.65039,8.360425,9.704881,7.25619,9.073521,10.362696,8.73984,9.224013,10.364008,6.489437,7.65547,7.573645,8.673593,6.718192,7.9750257,6.9577823,8.946564,7.2295976,7.871964,8.80048,9.627226,7.6033263,7.664909,7.7731194,10.235474,7.647748,8.787675,8.734379,10.799409,7.752315,8.915086,8.04019,10.292217,7.534403,8.243808,8.008495,10.427731,7.8425813,8.001903,9.646095,7.5722795,8.013407,9.78175,6.672098,7.2597737,7.7252164,8.815036,6.672684,7.2414575,7.2636404,9.040925,6.243912,6.394118,6.56252,9.846604,6.714949,8.053286
2077,8.21626,10.094712,8.949585,10.847533,6.532576,7.4952803,7.826811,8.472097,8.939143,9.780195,8.195369,9.422149,7.515591,8.533875,9.901791,7.8153596,8.68088,10.559365,7.2502246,8.745753,10.368705,6.7847667,6.9708805,7.584318,9.960834,5.8215637,6.7431617,7.86058,7.475444,7.2645307,8.843677,7.685314,10.682153,8.112177,8.735526,8.044344,11.066424,7.6848245,9.347451,8.902872,9.286593,7.797268,8.795978,9.044067,10.719446,8.128733,8.280992,7.804586,8.639827,6.905484,7.7519813,9.951773,5.6672416,7.80846,9.229652,6.4899898,8.2585745,7.2153497,7.751416,8.12603,7.9058375,7.9070177,9.804178,7.982928,8.340605,5.8415265,8.466998,6.3424096,6.421445
2078,8.274258,10.603582,8.874993,10.114824,7.330761,7.8672442,7.675735,9.058166,8.243381,9.266132,7.8668227,9.473037,7.253555,7.969919,10.125169,7.9074063,8.484818,10.556448,7.757541,9.048015,10.230557,7.627817,6.9112997,7.3971314,8.503885,6.36981,6.865502,8.03452,8.280331,8.36903,7.23058,7.713345,11.305427,7.585725,8.800665,8.398233,9.979429,7.4276924,9.097709,9.765283,11.088194,7.7647157,9.281964,8.983975,10.745184,6.6461015,8.2991085,7.927542,10.183751,6.3060226,8.279281,9.190295,5.9937696,7.9578276,9.002267,7.748053,7.09812,8.611383,7.3697805,8.080605,8.78366,8.854957,10.669438,7.0530057,7.7230525,6.336043,8.977932,7.4926457,8.339591
2079,8.9773035,9.500064,7.9133344,10.835875,6.960038,9.082278,8.741385,9.808229,7.7359886,8.940828,7.7413964,10.003388,8.008957,8.141747,9.807849,7.6164403,8.957145,9.622405,8.113984,9.601994,10.505345,6.790914,7.900107,8.211554,9.234012,6.5433264,6.8615236,8.19465,9.59244,7.5822,7.7282143,7.7843003,11.173978,6.248284,7.8375554,8.76746,10.014785,8.263924,9.573805,9.188063,10.847122,7.601587,8.990342,8.636966,10.354241,7.18127,7.8711624,8.885895,9.7986355,6.945747,7.6487756,9.740533,6.5054193,8.24072,9.082616,5.721521,6.798102,8.158139,8.191407,7.5357203,7.974949,9.4500265,10.049772,7.258297,7.326972,5.8254457,9.852743,6.381148,8.374897
2080,8.847725,10.78168,8.294244,10.350715,8.498941,8.449319,9.257044,9.980884,8.062975,9.799377,8.961403,9.343878,8.056524,8.229991,9.180281,7.2445006,8.520801,9.864585,7.974719,9.335939,9.96806,5.7947326,7.2057447,7.965732,9.281908,6.412172,8.353091,7.850545,9.011618,8.027315,8.182978,7.3662972,10.814145,7.0787077,8.488066,8.841819,10.12173,7.7056518,8.780773,8.990523,11.07208,7.5566654,8.646576,9.67039,10.464211,7.2861676,8.230552,8.843843,10.497771,6.564396,7.297472,9.997567,6.294566,9.168619,10.107042,6.9141,7.2245483,7.0998807,8.515568,7.396998,7.769734,9.711457,9.722601,5.9914618,7.340867,6.605699,10.266404,7.918483,8.78782
2081,8.400204,10.487012,9.995065,10.637019,6.7230973,8.273223,8.190753,10.043197,7.8009973,9.908282,7.152219,10.290796,7.099085,8.443035,8.927238,7.586892,7.998937,10.544413,8.193196,8.598135,11.349102,6.3602233,7.540244,8.249076,10.221918,6.195748,7.828856,7.8006077,7.582664,6.6015315,9.961252,8.035166,10.815431,7.1043177,8.266643,8.462877,11.197082,7.308428,8.740401,8.893097,11.283026,7.6394277,8.374332,9.468672,10.684797,6.889404,7.9700475,8.135164,9.813563,5.9865375,6.2613664,10.16606,7.0938673,7.9205427,10.447205,6.8076158,7.228407,7.8088813,7.572572,8.0242,6.9666524,9.229129,9.339026,6.9472275,9.181839,6.537364,10.990664,7.7890806,7.9186406
2082,9.212421,10.288024,9.092197,10.972202,6.2899723,8.057206,7.2913375,10.004901,8.099021,9.503394,8.659434,9.594734,7.23249,8.59284,10.00725,7.565657,9.331918,10.341412,8.712835,9.461452,10.682914,6.1909747,7.458824,8.341876,9.881509,5.9412675,7.6681027,8.644168,8.543577,7.8934803,8.838203,9.208172,9.504438,6.216911,9.559901,9.242866,9.821702,7.0835953,8.470318,9.4120655,11.028168,7.1797576,8.710187,9.737842,11.069773,7.7983484,8.164774,7.8564367,9.800984,6.2524657,8.487984,10.123914,6.0752363,8.106756,9.406485,7.6754804,7.271643,7.5092244,8.99159,6.7451572,8.036764,8.872493,9.635811,6.5354066,7.919273,6.4841933,10.329974,6.780009,7.977497
2083,9.1366,10.352636,8.541843,11.064267,7.500178,8.796808,8.114377,9.340342,8.583412,9.300802,8.2606735,9.766053,5.961592,7.514869,9.698649,7.4844313,9.153495,11.005393,7.3817887,9.866292,11.157937,6.6362076,8.249197,7.561422,8.698565,6.9728827,7.5522375,7.6651583,9.101218,6.481124,9.102628,8.101471,11.336786,7.5284424,7.6634,8.559908,10.439348,8.38168,8.913726,9.173981,10.718093,9.023556,8.797747,9.866684,10.8883,7.7457113,8.0141,7.6030273,9.951936,6.4708543,7.7179384,9.844427,6.9150877,8.092026,10.736057,7.1303163,8.184691,6.805777,8.63652,6.6521387,8.099326,7.6275673,9.465464,6.898384,7.696264,6.1890693,10.038042,7.9322295,9.487688
2084,9.2155075,10.139983,8.82375,11.253296,6.299225,7.6102066,8.7653475,9.868209,7.981531,9.46835,8.063193,9.100073,7.2526155,8.032258,10.244061,8.621573,8.969158,10.349817,8.426077,9.544111,11.830499,6.6251764,7.304972,7.280451,9.167896,7.218211,6.615455,7.573227,9.132835,6.2649817,8.018888,9.493433,11.049564,7.233657,8.135635,9.066188,10.592073,8.601064,8.906159,9.377797,11.939208,8.046029,8.516844,9.183982,11.016473,7.1581388,8.499008,8.427499,10.703565,6.722014,8.012815,9.499905,8.206705,8.958513,9.118824,6.5808506,7.0530877,6.535753,7.3858924,7.8499937,7.761445,7.743869,9.425171,6.666668,8.200023,6.321846,10.346664,7.523087,7.6565537
2085,8.482195,10.076917,8.610257,10.483191,7.371196,8.205762,8.032533,10.334074,7.9023557,9.524402,7.853654,10.555425,6.3542457,8.158012,11.115144,8.141536,8.542056,10.265293,8.474247,9.017304,10.744606,6.8339343,8.010588,8.11203,9.865205,5.39358,6.5234036,7.5709677,9.051587,7.7840753,8.367649,8.257276,10.917148,6.1957273,8.698495,8.379433,10.956306,8.010751,9.105313,9.129822,11.595407,7.3989177,8.845877,8.519734,11.737554,7.845048,8.022677,7.9155245,10.351217,5.9717407,7.3684874,11.473926,6.4559984,8.68361,9.815756,7.4865856,7.089384,6.9223866,8.664384,7.089928,8.143316,8.100327,10.843608,6.2266545,9.250672,6.3590803,10.412082,7.3056464,7.9666467
2086,8.5531645,9.4113455,7.5527673,10.736319,7.0669904,7.7797956,8.499825,9.208259,8.112836,10.193477,8.961472,9.321704,7.044796,8.019443,10.159106,8.146912,8.282099,10.833419,8.469677,9.332479,10.364461,6.8948617,7.2596593,7.796646,9.435664,7.79487,6.7009315,7.3505144,8.759792,7.5124974,8.500385,8.005989,11.015345,7.0065193,8.909385,9.327195,10.534055,7.8274293,8.158459,9.315228,12.683265,7.740182,9.526498,9.524641,11.676344,7.5209355,6.8421006,9.424134,9.827014,6.852479,7.899906,10.419364,7.269126,8.046822,9.677089,6.5097656,6.9402347,7.1683054,8.903779,7.0967155,9.242565,8.961703,10.4397335,6.8644466,7.6697903,6.053757,9.68817,7.5320506,8.491025
